COD_BARRAS,PRODUTO_ID,NOMEORDER,FORNECEDOR,LOCALIZACAO,TRIBUTACAO,NCM,ALIQUOTA_NCM,CST_PIS,CST_COFINS,NATUREZA_RECEITA_PIS_COFINS,PADRAO_COMISSAO,DESCONTO_MAXIMO,QUANTIDADEORDER,TABELA,VENDA,PROMOCAO,VALOR_ULT_COMPRA,MARGEM,TOTAL_PRVENDA,TOTAL_PRPROMOCAO,TOTAL_PRCOMPRA,VALOR
7896004743721,52278153,ROSTATIN 5 MG C/ 60 CPR,GERMED,,ST,30049079,0,4,4,201,0,0,0,,76,0,0,0,0,0,0,0
8902220109520,46685,ROSUCOR 20 MG C/ 30 CPR,TORRENT,,ST,30049079,"18.0,75",4,4,201,0,0,0,"72.0,93","72,93000031",0,"50,24000168","45,16321232",0,0,0,"72,93000031"
8902220109599,143107,ROSUCOR 20 MG C/ 60 CPR,TORRENT,,ST,30049079,,4,4,201,0,0,0,,"151,3699951",0,"92,08000183","64,38965259",0,0,0,"151,3699951"
7897595620712,30590,ROSULIB 10 MG C/ 10 CPR,SANDOZ - HEXAL,,ST,30049079,"26.0,75",4,4,201,0,0,0,,"34,36999893",0,0,0,0,0,0,0
7897595620750,30592,ROSULIB 20 MG 30 CPR,SANDOZ - HEXAL,,ST,30049079,"18.0,75",4,4,201,0,0,0,,"168,5700073",0,0,0,0,0,0,0
7896004728919,13740,ROSUVAST 20 MG C/ 30 CPR,EMS,,ST,30049079,"26.0,75",4,4,201,0,0,0,"0.0,42","153,4199982",0,"83,81999969","83,03507364",0,0,0,"153,4199982"
7897076917744,73027,ROSUVASTATINA CALCICA 10 MG C/ 30 CPR,RANBAXY,,ST,30049079,,4,4,201,0,0,0,,"47,22999954",16,"38,56999969","-58,51698178",0,0,0,16
7898361883614,48155090,ROSUVASTATINA CALCICA 10 MG C/ 30 CPR,OUTROS,,ST,30049079,,4,4,201,0,0,0,,"0,100000001",16,"0,050000001","31899,99952",0,0,0,16
7896112100584,50259539,ROSUVASTATINA CALCICA 10 MG C/ 30 CPR,OUTROS,,ST,30049079,,4,4,201,0,0,0,,"129,2400055",16,"93,48999786","-82,88586976",0,0,0,16
7896422528580,23643,ROSUVASTATINA CALCICA 10 MG C/ 30 CPR MED,MEDLEY,,ST,30049079,,4,4,201,0,0,0,,"114,5100021",16,"70,12999725","-77,18522654",0,0,0,16
7897595635792,7291980,ROSUVASTATINA CALCICA 10 MG C/ 30 CPR SANDO,SANDOZ - HEXAL,,ST,30049079,,4,4,201,0,0,0,,"57,97999954",16,"41,93999863","-61,85026103",0,0,0,16
8902220109605,46689,ROSUVASTATINA CALCICA 10 MG C/ 60 CPR,TORRENT,,ST,30049079,,4,4,201,0,0,0,,"181,1699982","21,98999977","131,0500031","-83,22014555",0,0,0,"21,98999977"
7897595620620,7180791,ROSUVASTATINA CALCICA 10 MG C/ 60 CPR SDZ,SANDOZ - HEXAL,,ST,30049079,,4,4,201,0,0,0,,"95,59999847","21,98999977","69,15000153","-68,19956719",0,0,0,"21,98999977"
7896181920540,20295,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR,BIOSINTETICA,,ST,30049079,,4,4,201,0,0,0,,"192,9100037","21,98999977","116,5999985","-81,14065175",0,0,0,"21,98999977"
7898361883652,42799636,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR,AUROBINDO PHARMA,,ST,30049079,,4,4,201,0,0,0,,"0,100000001","21,98999977","0,050000001","43879,99889",0,0,0,"21,98999977"
7896523226774,23061617,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR,OUTROS,,ST,30049079,,4,4,201,0,0,0,,"169,5899963","21,98999977","122,6699982","-82,07385661",0,0,0,"21,98999977"
7896112100591,49793831,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR AUROBINDO,AUROBINDO PHARMA,,ST,30049079,,4,4,201,0,0,0,,"226,4199982","21,98999977","163,7799988","-86,57345223",0,0,0,"21,98999977"
7896422528627,23644,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR MED,MEDLEY,,ST,30049079,"26.0,75",4,4,201,0,0,0,"79.0,35","79,34999847","21,98999977","105,2600021","-79,10887391",0,0,0,"21,98999977"
7896714274263,44569045,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR NEOQ,NEO QUIMICA,,ST,30049079,,4,4,201,0,0,0,,"139,4700012","21,98999977","100,8899994","-78,20398463",0,0,0,"21,98999977"
7897076917782,69296,ROSUVASTATINA CALCICA 20 MG C/ 30 CPR RBX,RANBAXY,,ST,30049079,,4,4,201,0,0,0,,"93,41000366","21,98999977","67,56999969","-67,45597178",0,0,0,"21,98999977"
8902220109612,6399770,ROSUVASTATINA CALCICA 20 MG C/ 60 CPR (G),TORRENT,,ST,30049079,,4,4,201,0,0,0,,"317,3800049",0,"229,5800018","38,24375048",0,0,0,"317,3800049"
7897595620644,7289979,ROSUVASTATINA CALCICA 20 MG C/ 60 CPR SAN,SANDOZ - HEXAL,,ST,30049079,,4,4,201,0,0,0,,"164,7200012",0,"119,1500015","38,24590777",0,0,0,"164,7200012"
7897595634504,7545258,ROSUVASTATINA CALCICA 5 MG C/ 30 CPR (SANDO,SANDOZ - HEXAL,,ST,30049079,,4,4,201,0,0,0,,"53,02999878","12,98999977","38,36000061","-66,13660176",0,0,0,"12,98999977"
7896004755342,113752,ROSUVASTATINA CALCICA 5 MG C/ 60 CPR LG,LEGRAND PHARMA,,ST,30049079,,4,4,201,0,0,0,,"94,09999847",0,"68,06999969","38,24004539",0,0,0,"94,09999847"
7896004743745,110710,ROSUVASTATINA CALCICA 5 MG C/30 CPR,EMS GENERICOS,,ST,30049079,0,4,4,201,0,0,0,"71.0,67","71,66999817","12,98999977","6,852499962","89,56584959",0,0,0,"12,98999977"
7897076908452,52281145,ROTRAM 300 MG AD C/ 5 CPR,RANBAXY,,ST,30042029,0,4,4,201,0,0,0,,59,0,0,0,0,0,0,0
7897076908483,52281166,ROTRAM 300 MG C/ 7 CPR,RANBAXY,,ST,30042029,0,4,4,201,0,0,0,,83,0,0,0,0,0,0,0
7898039566283,478241,ROUPA INTIMA DESC HIGIFRAL PANTS PEQ/MED 0 (EUROF),DIVERSOS,,ST,96190000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7899640809189,56532018,ROX 5 MG C/ 30 CPR,MOMENTA,,ST,30049079,,4,4,201,0,0,0,"40.0,99","40,99000168",0,23,"78,2173986",0,0,0,"40,99000168"
7896676409697,25814,ROXETIN 30 MG C/ 20 CPR (C1),CRISTALIA,,ST,30049079,"18.0,75",4,4,201,0,0,0,,"103,7699966",0,"75,05999756","38,2494005",0,0,0,"103,7699966"
7896261009486,52280586,ROXITOMICINA 300 MG C/ 5 CPR,NOVARTIS,,ST,30042029,0,4,4,201,0,0,0,,32,0,0,0,0,0,0,0
7891158103445,416937,RUBENTI 200 MG 60 CPS,EMIS MINAS DISTRIBUIDORA LTDA,,ST,30049039,,4,4,201,0,0,0,,"147,1300049",0,"110,4300003","33,23372677",0,0,0,"147,1300049"
7896360000971,23062,RUBRALONG 120 ML,DIVERSOS,,18.0%,21069030,,1,1,,0,0,0,,"0,100000001",0,"22,78000069","-99,56101844",0,0,0,"0,100000001"
7896360000957,23061,RUBRALONG C/ 30 CPR,DIVERSOS,,18.0%,21069030,,1,1,,0,0,0,,"0,100000001",0,"25,39999962","-99,6062992",0,0,0,"0,100000001"
7896782802382,52276859,RUMADIL GEL 60 GR,BIOSINTETICA,,ST,30049099,0,4,4,201,0,0,0,,21,0,0,0,0,0,0,0
7894916508414,11681,RUSOVAS 10 MG C/ 30 CPR,SIGMA PHARMA,,ST,30049079,"26.0,75",4,4,201,0,0,0,,"55.0,75",0,"36,56999969","52,4473625",0,0,0,"55.0,75"
7894916509718,11706,RUSOVAS 10 MG C/ 60 CPR,SIGMA PHARMA,,ST,30049079,"26.0,75",4,4,201,0,0,0,,"85,91999817",0,"62,15000153","38,24617226",0,0,0,"85,91999817"
7894916507240,11640,RUSOVAS 20 MG C/ 30 CPR,SIGMA PHARMA,,ST,30049079,"26.0,75",4,4,201,0,0,0,,"97,30999756",0,"63,81999969","52,47570985",0,0,0,"97,30999756"
7894916509749,48467,RUSOVAS 5 MG C/ 10 CPR,SIGMA PHARMA,,ST,30049079,0,4,4,201,0,0,0,,"18,79000092",0,"13,59000015","38,26343418",0,0,0,"18,79000092"
7894916509206,11695,RUSOVAS 5 MG C/ 60 CPR,SIGMA PHARMA,,ST,30049079,"26.0,75",4,4,201,0,0,0,,"78,91999817",0,"57,09000015","38,23786645",0,0,0,"78,91999817"
7896004743813,160526,RUVASCOR 10 MG C/ 30 CPR,LEGRAND PHARMA,,ST,30049099,,4,4,201,0,0,0,"86.0,89","86,88999939",0,"47,90000153","81,39874034",0,0,0,"86,88999939"
7896004743806,5806213,RUVASCOR 5 MG C/15 CPR REV (LEGRAND),LEGRAND PHARMA,,ST,30049079,,4,4,201,0,0,0,"0.0,26","67,26000214",0,"36,90000153","82,27642102",0,0,0,"67,26000214"
7896438202856,23754,"RX PRO 1,224 KG BAUNILHA",OUTROS,,18.0%,21069030,"31.0,45",1,1,,0,0,0,,0.000001,0,0,0,0,0,0,0
7896438202825,52292926,RX PRO THERMOGENIC 1224KG,PROBIOTICA,,18.0%,21069030,0,1,1,,0,0,0,,0.000001,0,0,0,0,0,0,0
7893249624495,5450813,S HAV 2017 BABY PETS ROSA SEDA 17/18  - 53272,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249624501,5450814,S HAV 2017 BABY PETS ROSA SEDA 19  - 53273,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249624518,5450815,S HAV 2017 BABY PETS ROSA SEDA 20  - 53274,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249624525,634324,S HAV 2017 BABY PETS ROSA SEDA 21(E) - 53275,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249624532,634325,S HAV 2017 BABY PETS ROSA SEDA 22(E) - 53278,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249537023,1468644,S HAV 2017 FLAT ROSA SEDA 35/36  - 52373,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249537047,2011484,S HAV 2017 FLAT ROSA SEDA 39/40(E) - 52375,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106728,1048018,S HAV 2017 KIDS LOONEY TUNES CINZA GELO 23/24 -,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106506,1048019,S HAV 2017 KIDS LOONEY TUNES PRETO/VERM 23/24 -,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106544,1143360,S HAV 2017 KIDS LOONEY TUNES PRETO/VERM 31/32,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106438,656872,S HAV 2017 LOONEY TUNES PRETO 33/34  - 53218,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7891224369850,200670,S HAV 2017 TOP GRACIA ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360065,17611267,S HAV 2019 BABY PETS ROSA SEDA/CORAL N. 17/18,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360072,17611268,S HAV 2019 BABY PETS ROSA SEDA/CORAL N. 19,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360089,17611269,S HAV 2019 BABY PETS ROSA SEDA/CORAL NEW 20(E),OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360096,17611270,S HAV 2019 BABY PETS ROSA SEDA/CORAL NEW 21(E),OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360102,17611271,S HAV 2019 BABY PETS ROSA SEDA/CORAL NEW 22(E),OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360119,17611272,S HAV 2019 BABY PETS ROSA SEDA/CORAL NEW 23/24(,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249360126,20434905,S HAV 2019 BABY PETS ROSA SEDA/CORAL NEW 25/26,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249537016,18574103,S HAV 2019 FLAT ROSA SEDA 33/34  - 58497,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249624556,19238357,S HAV BABY PETS ROSA SEDA 25/26,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
735201216393,1025501,S HAV CUST FLAT CAVALO MARIN RSA SEDA 33/4,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
735201216409,1025502,S HAV CUST FLAT CAVALO MARIN RSA SEDA 35/6,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
735201216416,1025503,S HAV CUST FLAT CAVALO MARIN RSA SEDA 37/8,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7891109803707,56519320,S HAV FIT VERDE OCEANO 33/34,DIVERSOS,,ST,64022000,,,,,0,0,0,,0.000001,0,8,"-99.0,875",0,0,0,0.000001
7893249923802,1299169,S HAV FLAT MIX ROSA SEDA 33/4 1PAR,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249923819,557885,S HAV FLAT MIX ROSA SEDA 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249923826,557886,S HAV FLAT MIX ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249923833,240775,S HAV FLAT MIX ROSA SEDA 39/40,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249923840,4122943,S HAV FLAT MIX ROSA SEDA 41/42,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249537030,1200562,S HAV FLAT ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
17893249537013,7153880,S HAV FLAT RS.SEDA 33/4 3X1,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
17893249537020,7153881,S HAV FLAT RS.SEDA 35/6 3X1,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
17893249537037,7153882,S HAV FLAT RS.SEDA 37/8 3X1,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
17893249537044,7153883,S HAV FLAT RS.SEDA 39/0 3X1,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
17893249537051,28333989,S HAV FLAT RS.SEDA 41/2 3X1,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541555311,19421058,S HAV KIDS TOP FASHION ROSA SEDA 33/34,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541555328,19927057,S HAV KIDS TOP FASHION ROSA SEDA 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249171357,19927058,S HAV KIDS TOP FASHION ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106551,873959,S HAV LOONEY FRAJOLA PTO/VERM 33/34,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106568,873960,S HAV LOONEY FRAJOLA PTO/VERM 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106445,873956,S HAV LOONEY PATOLINO PRETO 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106827,4358590,S HAV LOONEY TUNES  - 3498 - CINZA GELO,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7909510389991,26084813,S HAV LOONEY TUNES 26372 AZ/BCO 17/24 - PR,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541110138,5827539,S HAV LOONEY TUNES AMARELO CITRICO 39/0,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106759,931653,S HAV LOONEY TUNES CINZA GELO 29/30,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106766,931654,S HAV LOONEY TUNES CINZA GELO 31/32,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106773,931657,S HAV LOONEY TUNES CINZA GELO 33/34,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106780,931659,S HAV LOONEY TUNES CINZA GELO 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106797,931661,S HAV LOONEY TUNES CINZA GELO 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106599,567155,S HAV LOONEY TUNES PTO/VERMELHO 41/42,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541106605,567156,S HAV LOONEY TUNES PTO/VERMELHO 43/44,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036858,7437975,S HAV SLIM OCEANO BRANCO 33/34,DIVERSOS,,18.0%,64022000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036865,7187676,S HAV SLIM OCEANO BRANCO 35/36,DIVERSOS,,18.0%,64022000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036872,7187677,S HAV SLIM OCEANO BRANCO 37/38,DIVERSOS,,18.0%,64022000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036889,7187678,S HAV SLIM OCEANO BRANCO 39/40,DIVERSOS,,18.0%,64022000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036896,7187679,S HAV SLIM OCEANO BRANCO 41/42,DIVERSOS,,18.0%,64022000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036957,7393491,S HAV SLIM OCEANO MARINHO 33/34,DIVERSOS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036964,7206666,S HAV SLIM OCEANO MARINHO 35/36,DIVERSOS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036971,7206667,S HAV SLIM OCEANO MARINHO 37/38,DIVERSOS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036988,7393494,S HAV SLIM OCEANO MARINHO 39/40,DIVERSOS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541036995,7437984,S HAV SLIM OCEANO MARINHO 41/42,DIVERSOS,,18.0%,64022000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249415987,47292390,S HAV SLIM SUMMER FC ROSA SEDA 33/34,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249415994,44514377,S HAV SLIM SUMMER FC ROSA SEDA 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249416007,44514378,S HAV SLIM SUMMER FC ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249416014,46169543,S HAV SLIM SUMMER ROSA SEDA 39/40,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249343044,28324616,S HAV SLIM TROPICAL FC ROSA SEDA 41/42,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249343013,19177224,S HAV SLIM TROPICAL ROSA SEDA 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249343020,19489732,S HAV SLIM TROPICAL ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7893249343037,19421044,S HAV SLIM TROPICAL ROSA SEDA 39/40,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7891224369836,421495,S HAV TOP GRACIA ROSA SEDA 33/34,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7891224369843,82233,S HAV TOP GRACIA ROSA SEDA 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7891224369867,967863,S HAV TOP GRACIA ROSA SEDA 39/40,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541630179,31750866,S HAV YOU RAINBOW POP CF ROSA SEDA 35/36,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541630186,31750867,S HAV YOU RAINBOW POP CF ROSA SEDA 37/38,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7890541630193,43261032,S HAV YOU RAINBOW POP CF ROSA SEDA 39/40,OUTROS,,ST,64022000,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7896290402821,51491,SAB ACTINE CONTROL BARRA 80 GR,OUTROS,,18.0%,34011110,0,1,1,,0,0,0,,1,0,0,0,0,0,0,0
7891010247515,12669594,SAB AD. AMENDOAS 80 GR L12  P 11,PERFUMARIA HIGIENE BELEZA,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7891010247485,15592776,SAB AD. AMENDOAS 80 GR L4 P 3,PERFUMARIA HIGIENE BELEZA,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7898299570013,57603,SAB AROMED AROEIRA 90 GR,PERFUMARIA HIGIENE BELEZA,,ST,34011190,0,6,6,128,0,0,0,,0.000001,0,0,0,0,0,0,0
7898299570174,161245,SAB AROMED AROEIRA GLICERINA 90 GR,OUTROS,,ST,34011190,0,6,6,128,0,0,0,,"0,100000001",0,0,0,0,0,0,0
7898299570099,167124,SAB AROMED COCO 90 GR,OUTROS,,ST,34011190,0,6,6,128,0,0,0,,"0,100000001",0,0,0,0,0,0,0
57891150065326,43506808,SAB BABY DOVE HIDRATACAO BALANCEADA 75 G,UNILEVER,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
57891150026020,43506809,SAB BABY DOVE HIDRATACAO ENRIQUECIDO 75 G UND.C/1X,UNILEVER,,ST,34013000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
57891150025993,43506810,SAB BABY DOVE HIDRATACAO SENSIVEL 75 G UND.C/1X75,UNILEVER,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7896044995548,40715577,SAB BARRA VEG CALENDULA PHYTO 90G,OUTROS,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7898014565591,346622,SAB CALENDULA 100 GR PHARMASCIENCE,PHARMASCIENCE,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"5,289999962","-98,10964079",0,0,0,"0,100000001"
7896210503751,1874664,SAB CALENDULA 90 GRS - SIMOES (4),OUTROS,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
3282770206999,25450552,SAB DARROW ACTINE  80 GR 20% DESC,DARROW,,ST,34011110,,,,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7898921570039,9084486,SAB DE CALENDULA DERMA CLEAN,OUTROS,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7897947609273,154785,SAB DERMAONE INTIMO TRAD 200 ML,HERTZ - KLEY HERTZ,,ST,34013000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7898170982003,11986394,SAB DESENHO C/ 6 CEFISA AZUL,DIVERSOS,,ST,39249000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
837524000731,52048859,SAB EMOZIONI IN TOSCANA FLORESTA ENCANTADA 25,OUTROS,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7898947685342,8619535,"SAB ERVA DOCE LIQ. 1,1L DUOMO",DIVERSOS,,ST,34013000,,1,1,,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7897664171817,57644,SAB FRANCIS PROTEGE 90 GR AZUL,CORRIGIR,,ST,34011190,0,6,6,128,0,0,0,,"0,100000001",0,0,0,0,0,0,0
27896512905257,49972447,SAB GLIC. CALENDULA 90GR CX72,OUTROS,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
7898014565379,71546,SAB GLICERINA 100 GR,PHARMASCIENCE,,ST,34011190,,6,6,128,0,0,0,,"0,100000001",0,"0,050000001",100,0,0,0,"0,100000001"
